rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
3ZQ6QEUU6ZYWFW3D.JRTCKXETXF.6YS6EN2CT7,6.2400000000,US East (N. Virginia),General purpose,64,m5ad.16xlarge,256 GiB,4 x 600 NVMe SSD,12 Gigabit,Windows,General Purpose,Windows,NA,No License required
42E228PHGVWEK5FQ.JRTCKXETXF.6YS6EN2CT7,18.6854400000,US East (N. Virginia),Compute optimized,192,c7a.metal-48xl,384 GiB,EBS only,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
3WTQEZRUMFS2H2SV.JRTCKXETXF.6YS6EN2CT7,12.7838400000,US East (N. Virginia),Memory optimized,96,r6in.24xlarge,768 GiB,EBS only,150000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
3Z3XC7ACTC7Z3YJ8.JRTCKXETXF.6YS6EN2CT7,9.0240000000,US East (N. Virginia),General purpose,96,m6i.24xlarge,384 GiB,EBS only,37500 Megabit,Windows,General Purpose,Windows,NA,No License required
3Z7U9V32K6HA9P7A.JRTCKXETXF.6YS6EN2CT7,0.4100000000,US East (N. Virginia),Memory optimized,4,r5a.xlarge,32 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
36EDMUPPXTD42ZKJ.JRTCKXETXF.6YS6EN2CT7,1.1900000000,US East (N. Virginia),GPU instance,4,g5.xlarge,16 GiB,1 x 250 GB NVMe SSD,Up to 10 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
3A4JVMT4VPX7N5NF.JRTCKXETXF.6YS6EN2CT7,0.0372000000,US East (N. Virginia),General purpose,2,t3a.small,2 GiB,EBS only,Up to 5 Gigabit,Windows,General Purpose,Windows,NA,No License required
39EVKZQS8FYV4DRQ.JRTCKXETXF.6YS6EN2CT7,1.4160000000,US East (N. Virginia),Compute optimized,16,c6i.4xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
3BCZXJFKY5CEKYBY.JRTCKXETXF.6YS6EN2CT7,0.8972000000,US East (N. Virginia),Memory optimized,8,r7i.2xlarge,64 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
3CFBCU7275YWTQFC.JRTCKXETXF.6YS6EN2CT7,102.5080000000,US East (N. Virginia),Memory optimized,448,u-9tb1.112xlarge,9216 GiB,EBS only,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
35VJQH4NAVNJGGM6.JRTCKXETXF.6YS6EN2CT7,5.5495200000,US East (N. Virginia),General purpose,48,m6in.12xlarge,192 GiB,EBS only,75000 Megabit,Windows,General Purpose,Windows,NA,No License required
35QACGXEGWD9AZHY.JRTCKXETXF.6YS6EN2CT7,0.1770000000,US East (N. Virginia),Compute optimized,2,c5.large,4 GiB,EBS only,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
2UQMRDDEVG35PVMR.JRTCKXETXF.6YS6EN2CT7,4.9296000000,US East (N. Virginia),Compute optimized,48,c6in.12xlarge,96 GiB,EBS only,75000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
2UTE9B34TKSDXFFB.JRTCKXETXF.6YS6EN2CT7,1.8498400000,US East (N. Virginia),General purpose,16,m6in.4xlarge,64 GiB,EBS only,Up to 50000 Megabit,Windows,General Purpose,Windows,NA,No License required
FQ63FAA8GK7GHGRQ.JRTCKXETXF.6YS6EN2CT7,6.0160000000,US East (N. Virginia),General purpose,64,m5.16xlarge,256 GiB,EBS only,20 Gigabit,Windows,General Purpose,Windows,NA,No License required
FRDM5RGUSBJYR2G3.JRTCKXETXF.6YS6EN2CT7,4.2720000000,US East (N. Virginia),General purpose,48,m5a.12xlarge,192 GiB,EBS only,10 Gigabit,Windows,General Purpose,Windows,NA,No License required
FMQH9RHJJFE36GFA.JRTCKXETXF.6YS6EN2CT7,0.3760000000,US East (N. Virginia),Compute optimized,4,c5d.xlarge,8 GiB,1 x 100 NVMe SSD,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
F25NZQCF9RQY76CK.JRTCKXETXF.6YS6EN2CT7,19.9603200000,US East (N. Virginia),General purpose,192,m7a.metal-48xl,768 GiB,EBS only,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
FZS76SFS2XQZDRJE.JRTCKXETXF.6YS6EN2CT7,24.4230000000,US East (N. Virginia),Memory optimized,96,x2iedn.24xlarge,3072 GiB,2 x 1425 NVMe SSD,75 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
G9WBYAXUDWGW7XYV.JRTCKXETXF.6YS6EN2CT7,0.0600000000,US East (N. Virginia),General purpose,2,t3.medium,4 GiB,EBS only,Up to 5 Gigabit,Windows,General Purpose,Windows,NA,No License required
GAMAEGQGHSWC95UR.JRTCKXETXF.6YS6EN2CT7,3.9680000000,US East (N. Virginia),Storage optimized,32,i3.8xlarge,244 GiB,4 x 1900 NVMe SSD,10 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
GCQ9S27EMSPQKVGY.JRTCKXETXF.6YS6EN2CT7,8.7000000000,US East (N. Virginia),Compute optimized,96,c7i.metal-24xl,192 GiB,EBS only,37500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
FTKGUK3A3PSQ2SW2.JRTCKXETXF.6YS6EN2CT7,0.7250000000,US East (N. Virginia),Compute optimized,8,c7i.2xlarge,16 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
FUXRTAXNSU8XYRBD.JRTCKXETXF.6YS6EN2CT7,17.0451200000,US East (N. Virginia),Memory optimized,128,r6in.32xlarge,1024 GiB,EBS only,200000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
FUETJGKE44YRRDYN.JRTCKXETXF.6YS6EN2CT7,0.7080000000,US East (N. Virginia),Compute optimized,8,c5.2xlarge,16 GiB,EBS only,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
G2XSZWBV3VF4RVJZ.JRTCKXETXF.6YS6EN2CT7,2.8480000000,US East (N. Virginia),General purpose,32,m5a.8xlarge,128 GiB,EBS only,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
FCSJGMPA3CC9MKCG.JRTCKXETXF.6YS6EN2CT7,4.2480000000,US East (N. Virginia),Compute optimized,48,c6i.12xlarge,96 GiB,EBS only,18750 Megabit,Windows,Compute Optimized,Windows,NA,No License required
FCZ2A6E4ZJPAQXBK.JRTCKXETXF.6YS6EN2CT7,2.0720000000,US East (N. Virginia),Memory optimized,16,r5dn.4xlarge,128 GiB,2 x 300 NVMe SSD,Up to 25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
FA2G8UWBSMVA56Z4.JRTCKXETXF.6YS6EN2CT7,5.6640000000,US East (N. Virginia),Memory optimized,48,r5d.12xlarge,384 GiB,2 x 900 NVMe SSD,10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
FGZ4HT639C8MVZM9.JRTCKXETXF.6YS6EN2CT7,1.5600000000,US East (N. Virginia),General purpose,16,m5ad.4xlarge,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
EWR4DWGXX5YW4B4M.JRTCKXETXF.6YS6EN2CT7,3.7520000000,US East (N. Virginia),GPU instance,32,g3.8xlarge,244 GiB,EBS only,10 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
EYGEABY274R4JKZD.JRTCKXETXF.6YS6EN2CT7,11.5680000000,US East (N. Virginia),Memory optimized,96,r5n.24xlarge,768 GiB,EBS only,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
F7H92E3N3TN52552.JRTCKXETXF.6YS6EN2CT7,0.0644000000,US East (N. Virginia),General purpose,2,t2.medium,4 GiB,EBS only,Low to Moderate,Windows,General Purpose,Windows,NA,No License required
F58DMNJDDW372CG5.JRTCKXETXF.6YS6EN2CT7,5.3920000000,US East (N. Virginia),Compute optimized,64,c6a.16xlarge,128 GiB,EBS only,25000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
FA29ZTDMUKGQA7Q9.JRTCKXETXF.6YS6EN2CT7,1.3670000000,US East (N. Virginia),Storage optimized,8,d3.2xlarge,64 GiB,6 x 2000 HDD,Up to 15 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
FCGGE5K9DHTF7FBK.JRTCKXETXF.6YS6EN2CT7,13.1456000000,US East (N. Virginia),Compute optimized,128,c6in.metal,256 GiB,EBS only,200000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
FDYTKT6MSVDTFW98.JRTCKXETXF.6YS6EN2CT7,0.7100000000,US East (N. Virginia),Storage optimized,4,d3en.xlarge,16 GiB,2 x 14000 HDD,Up to 25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
FHMDZQVPB6BS8SJF.JRTCKXETXF.6YS6EN2CT7,6.4120000000,US East (N. Virginia),GPU instance,64,g4ad.16xlarge,256 GiB,2400 GB NVMe SSD,25 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
FHF68GSTZSKM8WJU.JRTCKXETXF.6YS6EN2CT7,7.1360000000,US East (N. Virginia),Memory optimized,64,r5ad.16xlarge,512 GiB,4 x 600 NVMe SSD,12 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
E8XFYF43MZH6J9RC.JRTCKXETXF.6YS6EN2CT7,1.0360000000,US East (N. Virginia),Memory optimized,8,r5dn.2xlarge,64 GiB,1 x 300 NVMe SSD,Up to 25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
EDJXVWHPD5EHYTS9.JRTCKXETXF.6YS6EN2CT7,3.3840000000,US East (N. Virginia),Compute optimized,36,c5d.9xlarge,72 GiB,1 x 900 NVMe SSD,10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
ENC27NEH7G4NQCAJ.JRTCKXETXF.6YS6EN2CT7,8.4960000000,US East (N. Virginia),Compute optimized,96,c5.metal,192 GiB,EBS only,25 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
EP2G9EP5TJCT9TCM.JRTCKXETXF.6YS6EN2CT7,0.7120000000,US East (N. Virginia),Compute optimized,8,c5ad.2xlarge,16 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
ENXDWMPSRZ5Y556J.JRTCKXETXF.6YS6EN2CT7,8.5440000000,US East (N. Virginia),General purpose,96,m5a.24xlarge,384 GiB,EBS only,20 Gigabit,Windows,General Purpose,Windows,NA,No License required
EUPKVYF42ZHZFAVB.JRTCKXETXF.6YS6EN2CT7,0.4560000000,US East (N. Virginia),General purpose,4,m5dn.xlarge,16 GiB,1 x 150 NVMe SSD,Up to 25 Gigabit,Windows,General Purpose,Windows,NA,No License required
ESYWHECDEVC74ZDG.JRTCKXETXF.6YS6EN2CT7,1.2720000000,US East (N. Virginia),Storage optimized,8,i3en.2xlarge,64 GiB,2 x 2500 NVMe SSD,Up to 25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
E37AWFBBA4A4C8BV.JRTCKXETXF.6YS6EN2CT7,0.1928000000,US East (N. Virginia),Compute optimized,2,c6id.large,4 GiB,1 x 118 NVMe SSD,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
BM7YGWAVUCPX6CP7.JRTCKXETXF.6YS6EN2CT7,0.2054000000,US East (N. Virginia),Memory optimized,2,r6a.large,16 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
BNKWAGFUKMSC725Z.JRTCKXETXF.6YS6EN2CT7,32.5640000000,US East (N. Virginia),Memory optimized,128,x2iedn.metal,4096 GiB,2 x 1900 NVMe SSD,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
BKA6JDP9QUM7E3H5.JRTCKXETXF.6YS6EN2CT7,6.2160000000,US East (N. Virginia),Memory optimized,48,r5dn.12xlarge,384 GiB,2 x 900 GB NVMe SSD,50 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
BMSG8Z5QXGNT8HPZ.JRTCKXETXF.6YS6EN2CT7,5.6640000000,US East (N. Virginia),Compute optimized,64,c6i.16xlarge,128 GiB,EBS only,25000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
BKHUVUT4THYW2GNY.JRTCKXETXF.6YS6EN2CT7,0.9120000000,US East (N. Virginia),General purpose,8,m5dn.2xlarge,32 GiB,1 x 300 NVMe SSD,Up to 25 Gigabit,Windows,General Purpose,Windows,NA,No License required
BR5RZXEJZU8VJWEU.JRTCKXETXF.6YS6EN2CT7,2.2240000000,US East (N. Virginia),Memory optimized,16,r7iz.4xlarge,128 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
C8GXKK68CD2SJQN4.JRTCKXETXF.6YS6EN2CT7,10.4640000000,US East (N. Virginia),Memory optimized,96,r5.24xlarge,768 GiB,EBS only,25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
CSB698QGR9BMRU9Z.JRTCKXETXF.6YS6EN2CT7,0.2054000000,US East (N. Virginia),Compute optimized,2,c6in.large,4 GiB,EBS only,Up to 25000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
CNQRJ2XRQ5WYZJQ3.JRTCKXETXF.6YS6EN2CT7,0.9920000000,US East (N. Virginia),Storage optimized,8,i3.2xlarge,61 GiB,1 x 1900 NVMe SSD,Up to 10 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
CWTXAXW7FCD842W3.JRTCKXETXF.6YS6EN2CT7,6.0268800000,US East (N. Virginia),General purpose,48,m6idn.12xlarge,192 GiB,2 x 1425 NVMe SSD,75000 Megabit,Windows,General Purpose,Windows,NA,No License required
CWNR8FP73S834RWD.JRTCKXETXF.6YS6EN2CT7,17.1264000000,US East (N. Virginia),General purpose,192,m6a.48xlarge,768 GiB,EBS only,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
CWHRSPVCEZZE89JP.JRTCKXETXF.6YS6EN2CT7,0.8360000000,US East (N. Virginia),Storage optimized,8,h1.2xlarge,32 GiB,1 x 2000 HDD,Up to 10 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
DH99ZP65JTBV82G6.JRTCKXETXF.6YS6EN2CT7,1.6400000000,US East (N. Virginia),General purpose,16,m5d.4xlarge,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
DJ2YJFDQ4XVGDRF7.JRTCKXETXF.6YS6EN2CT7,0.7080000000,US East (N. Virginia),Compute optimized,8,c6i.2xlarge,16 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
DP3MFM6KW2KXVSRB.JRTCKXETXF.6YS6EN2CT7,13.4816000000,US East (N. Virginia),General purpose,128,m6id.32xlarge,512 GiB,4 x 1900 NVMe SSD,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
DP8G5CP2WV54QNFP.JRTCKXETXF.6YS6EN2CT7,0.8440000000,US East (N. Virginia),General purpose,8,m5n.2xlarge,32 GiB,EBS only,Up to 25 Gigabit,Windows,General Purpose,Windows,NA,No License required
CZ9BHU45SGEFD4MA.JRTCKXETXF.6YS6EN2CT7,6.1440000000,US East (N. Virginia),General purpose,64,m4.16xlarge,256 GiB,EBS only,20 Gigabit,Windows,General Purpose,Windows,NA,No License required
D36F88FP9U8X534M.JRTCKXETXF.6YS6EN2CT7,0.4624600000,US East (N. Virginia),General purpose,4,m6in.xlarge,16 GiB,EBS only,Up to 30000 Megabit,Windows,General Purpose,Windows,NA,No License required
DFQ67CPP6R36YU7G.JRTCKXETXF.6YS6EN2CT7,1.6680000000,US East (N. Virginia),Memory optimized,12,z1d.3xlarge,96 GiB,1 x 450 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
DFXA5AHSSCVGSRVV.JRTCKXETXF.6YS6EN2CT7,3.6480000000,US East (N. Virginia),General purpose,32,m5dn.8xlarge,128 GiB,2 x 600 NVMe SSD,25 Gigabit,Windows,General Purpose,Windows,NA,No License required
DR5NZDVPF56J2TPC.JRTCKXETXF.6YS6EN2CT7,4.6713600000,US East (N. Virginia),Compute optimized,48,c7a.12xlarge,96 GiB,EBS only,18750 Megabit,Windows,Compute Optimized,Windows,NA,No License required
D66XHF6AG58MTEBC.JRTCKXETXF.6YS6EN2CT7,6.8973600000,US East (N. Virginia),Memory optimized,48,r6idn.12xlarge,384 GiB,2 x 1425 NVMe SSD,75000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
CHHJYQEHZNFCBQC3.JRTCKXETXF.6YS6EN2CT7,37.6040000000,US East (N. Virginia),Memory optimized,224,u-3tb1.56xlarge,3072 GiB,EBS only,50 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
DTCQQMKQYR332DQW.JRTCKXETXF.6YS6EN2CT7,0.2106500000,US East (N. Virginia),General purpose,2,m6id.large,8 GiB,1 x 118 NVMe SSD,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
DRZTPVABY3M859GT.JRTCKXETXF.6YS6EN2CT7,10.7040000000,US East (N. Virginia),Memory optimized,96,r5ad.24xlarge,768 GiB,4 x 900 NVMe SSD,20 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
DSUP6SXF5M2HZBH4.JRTCKXETXF.6YS6EN2CT7,3.6000000000,US East (N. Virginia),Compute optimized,36,c5n.9xlarge,96 GiB,EBS only,50 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
BUKV57CDXF385QWA.JRTCKXETXF.6YS6EN2CT7,6.6720000000,US East (N. Virginia),Memory optimized,48,r7iz.12xlarge,384 GiB,EBS only,25000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
BVA53SP54488TUC8.JRTCKXETXF.6YS6EN2CT7,0.3830000000,US East (N. Virginia),Compute optimized,4,c4.xlarge,7.5 GiB,EBS only,High,Windows,Compute Optimized,Windows,NA,No License required
BSHTKTQY9M2ZKJ3H.JRTCKXETXF.6YS6EN2CT7,0.8720000000,US East (N. Virginia),Memory optimized,8,r6i.2xlarge,64 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
CESSXUPGGQ45TUVB.JRTCKXETXF.6YS6EN2CT7,6.7408000000,US East (N. Virginia),General purpose,64,m6id.16xlarge,256 GiB,2 x 1900 NVMe SSD,25000 Megabit,Windows,General Purpose,Windows,NA,No License required
CFP3XZQZF264EPVS.JRTCKXETXF.6YS6EN2CT7,12.2400000000,US East (N. Virginia),GPU instance,96,g4dn.metal,384 GiB,2 x 900 GB NVMe SSD,100 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
CEJQN2YX6MZHEQYF.JRTCKXETXF.6YS6EN2CT7,17.1264000000,US East (N. Virginia),General purpose,192,m6a.metal,768 GiB,EBS only,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
CD32JJZMCBPG6Q4V.JRTCKXETXF.6YS6EN2CT7,12.3392000000,US East (N. Virginia),Compute optimized,128,c6id.32xlarge,256 GiB,4 x 1900 NVMe SSD,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
DKURX68VNJ85GE4V.JRTCKXETXF.6YS6EN2CT7,12.2160000000,US East (N. Virginia),Memory optimized,48,x2iezn.12xlarge,1536 GiB,EBS only,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
D8M5RDQ8BWFW7PD5.JRTCKXETXF.6YS6EN2CT7,15.6256000000,US East (N. Virginia),Memory optimized,128,r7a.32xlarge,1024 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
DA4HWCTQM2E2R39U.JRTCKXETXF.6YS6EN2CT7,5.4080000000,US East (N. Virginia),Compute optimized,64,c5a.16xlarge,128 GiB,EBS only,20 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
D7HYD2JRUH78Q2DM.JRTCKXETXF.6YS6EN2CT7,5.6960000000,US East (N. Virginia),Compute optimized,64,c5ad.16xlarge,128 GiB,2 x 1200 NVMe SSD,20 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
D7EYC38V3FSUPJE6.JRTCKXETXF.6YS6EN2CT7,7.2960000000,US East (N. Virginia),GPU instance,64,g4dn.16xlarge,256 GiB,900 GB NVMe SSD,50 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
BH44KATTNSC6MMKP.JRTCKXETXF.6YS6EN2CT7,0.5143000000,US East (N. Virginia),General purpose,4,m5zn.xlarge,16 GiB,EBS only,Up to 25 Gigabit,Windows,General Purpose,Windows,NA,No License required
BGU9UG7QCNNGBKAB.JRTCKXETXF.6YS6EN2CT7,1.0840000000,US East (N. Virginia),GPU instance,4,p2.xlarge,61 GiB,EBS only,High,Windows,Accelerated Computing,Windows,NA,No License required
C4728D98WKFX2RQM.JRTCKXETXF.6YS6EN2CT7,5.4675200000,US East (N. Virginia),Storage optimized,32,d3.8xlarge,256 GiB,24 x 2000 HDD,25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
C3RVEWJ3A5T5CVV8.JRTCKXETXF.6YS6EN2CT7,5.2320000000,US East (N. Virginia),Memory optimized,48,r5.12xlarge,384 GiB,EBS only,10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
NAYSHTERFCAHATT2.JRTCKXETXF.6YS6EN2CT7,0.0093000000,US East (N. Virginia),General purpose,2,t3a.nano,0.5 GiB,EBS only,Up to 5 Gigabit,Windows,General Purpose,Windows,NA,No License required
NA6QYTC3MRSHVKHT.JRTCKXETXF.6YS6EN2CT7,6.9760000000,US East (N. Virginia),Memory optimized,64,r5.16xlarge,512 GiB,EBS only,20 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
PPXTVVYPGDYTTGPN.JRTCKXETXF.6YS6EN2CT7,3.1200000000,US East (N. Virginia),General purpose,32,m5ad.8xlarge,128 GiB,2 x 600 NVMe SSD,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
NF882BZXB72ZVRU6.JRTCKXETXF.6YS6EN2CT7,0.3663200000,US East (N. Virginia),General purpose,4,m7i-flex.xlarge,16 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
ND7ZMG9JX8RYABDV.JRTCKXETXF.6YS6EN2CT7,1.6030000000,US East (N. Virginia),GPU instance,16,g4ad.4xlarge,64 GiB,600 GB NVMe SSD,Up to 10 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
NHEK4WCHVK2ASJYH.JRTCKXETXF.6YS6EN2CT7,0.9440000000,US East (N. Virginia),Memory optimized,8,r5d.2xlarge,64 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
NHESUYJX8T5AA58A.JRTCKXETXF.6YS6EN2CT7,0.2780000000,US East (N. Virginia),Memory optimized,2,z1d.large,16 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
NKSUVTN6E8NJNVCY.JRTCKXETXF.6YS6EN2CT7,3.8912000000,US East (N. Virginia),Memory optimized,32,r6id.8xlarge,256 GiB,1 x 1900 NVMe SSD,12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
NKZG2K25H6WZ8B27.JRTCKXETXF.6YS6EN2CT7,4.6272000000,US East (N. Virginia),Compute optimized,48,c6id.12xlarge,96 GiB,2 x 1425 NVMe SSD,18750 Megabit,Windows,Compute Optimized,Windows,NA,No License required
NPFR6HMQJWV5HMG7.JRTCKXETXF.6YS6EN2CT7,6.3919200000,US East (N. Virginia),Memory optimized,48,r6in.12xlarge,384 GiB,EBS only,75000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
NRHQSTBB6U3PFZYA.JRTCKXETXF.6YS6EN2CT7,1.6633600000,US East (N. Virginia),General purpose,16,m7a.4xlarge,64 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
NYA5DX253KJXYV86.JRTCKXETXF.6YS6EN2CT7,14.4195000000,US East (N. Virginia),Memory optimized,96,x2idn.24xlarge,1536 GiB,2 x 1425 NVMe SSD,75 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
NYBDNSYBSZ6A77HJ.JRTCKXETXF.6YS6EN2CT7,0.2432000000,US East (N. Virginia),Memory optimized,2,r6id.large,16 GiB,1 x 118 NVMe SSD,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
NZFMZQVP6PYMADE3.JRTCKXETXF.6YS6EN2CT7,0.8200000000,US East (N. Virginia),General purpose,8,m5d.2xlarge,32 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
NSG2ZYZGQC5JU66P.JRTCKXETXF.6YS6EN2CT7,21.5328000000,US East (N. Virginia),Memory optimized,192,r7i.48xlarge,1536 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
NSY25V248S255WAN.JRTCKXETXF.6YS6EN2CT7,0.9640000000,US East (N. Virginia),Memory optimized,8,r5b.2xlarge,64 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
NTQ63M7W9ERV6Z8N.JRTCKXETXF.6YS6EN2CT7,6.5600000000,US East (N. Virginia),Memory optimized,64,r5a.16xlarge,512 GiB,EBS only,12 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
PQUPVKE4C2VTJASH.JRTCKXETXF.6YS6EN2CT7,0.5560000000,US East (N. Virginia),Memory optimized,4,z1d.xlarge,32 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
N6A7PSK5B77S6BGA.JRTCKXETXF.6YS6EN2CT7,3.0080000000,US East (N. Virginia),General purpose,32,m5.8xlarge,128 GiB,EBS only,10 Gigabit,Windows,General Purpose,Windows,NA,No License required
P6CRCUCR75248P22.JRTCKXETXF.6YS6EN2CT7,4.0179200000,US East (N. Virginia),General purpose,32,m6idn.8xlarge,128 GiB,1 x 1900 NVMe SSD,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
P828Z6CQNBT35UK9.JRTCKXETXF.6YS6EN2CT7,0.5180000000,US East (N. Virginia),Memory optimized,4,r5dn.xlarge,32 GiB,1 x 150 NVMe SSD,Up to 25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
P8B7DSQDPVEJ7KCE.JRTCKXETXF.6YS6EN2CT7,0.2050000000,US East (N. Virginia),General purpose,2,m5d.large,8 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
PCRHSDP85AJZZPGB.JRTCKXETXF.6YS6EN2CT7,6.6720000000,US East (N. Virginia),Memory optimized,48,z1d.12xlarge,384 GiB,2 x 900 NVMe SSD,25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
PCPM8UYTYB4X73M4.JRTCKXETXF.6YS6EN2CT7,0.4820000000,US East (N. Virginia),Memory optimized,4,r5b.xlarge,32 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
PCT9DPU78S8BDPJC.JRTCKXETXF.6YS6EN2CT7,1.9532000000,US East (N. Virginia),Memory optimized,16,r7a.4xlarge,128 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
P9TVD8D4MXTFVYWQ.JRTCKXETXF.6YS6EN2CT7,17.4000000000,US East (N. Virginia),Compute optimized,192,c7i.48xlarge,384 GiB,EBS only,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
PA32RE6ZGAMJBZ5X.JRTCKXETXF.6YS6EN2CT7,7.7824000000,US East (N. Virginia),Memory optimized,64,r6id.16xlarge,512 GiB,2 x 1900 NVMe SSD,25000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
